SCORE:,total_score,coordinate_constraint,dslf_fa13,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,lk_ball_wtd,omega,p_aa_pp,pro_close,rama_prepro,ref,res_type_constraint,rmsd,stability_pure,stability_score_full,stability_without_pssm,timer,yhh_planarity,description
SCORE:,-1242.321,10.912,0,-2724.534,484.114,-779.343,4.936,89.12,398.895,1622.24,-107.788,-91.787,-67.912,-199.395,-67.003,49.389,-89.392,1.041,47.889,176.144,0.153,lowest_energy_0515_0001,,,,,,
SCORE:,-1242.273,10.046,0,-2725.04,486.13,-782.423,4.924,89.307,394.039,1632.182,-108.176,-91.886,-68.006,-199.228,-67.148,49.589,-88.262,1.012,50.598,169.917,0.153,lowest_energy_0114_0001,,,,,,
SCORE:,-1242.233,10.214,0,-2728.194,487.748,-780.328,4.929,89.535,392.371,1633.888,-109.73,-92.179,-68.24,-199.249,-66.692,49.529,-88.994,1.05,48.31,173.647,0.153,lowest_energy_1207_0001,,,,,,
SCORE:,-1242.23,10.629,0,-2725.944,486.206,-780.52,4.971,89.253,397.649,1623.463,-108.44,-92.246,-66.716,-199.507,-67.203,49.677,-89.551,1.098,48.008,176.79,0.154,lowest_energy_0509_0001,,,,,,
SCORE:,-1242.136,10.25,0,-2725.949,485.223,-781.846,4.919,89.437,392.823,1631.434,-108.087,-91.962,-68.048,-199.219,-67.335,49.684,-87.862,1.026,50.882,172.341,0.153,lowest_energy_0116_0001,,,,,,
SCORE:,-1242.135,10.021,0,-2725.093,484.597,-782.326,4.926,89.609,395.054,1635.327,-107.834,-91.905,-67.932,-199.211,-67.255,49.327,-89.204,1.013,48.103,170.496,0.153,lowest_energy_1102_0001,,,,,,
SCORE:,-1242.096,10.172,0,-2723.014,483.521,-780.522,4.922,89.287,392.609,1630.382,-107.857,-92.286,-67.95,-199.28,-67.696,49.735,-87.748,1.066,51.109,171.301,0.153,lowest_energy_0110_0001,,,,,,
SCORE:,-1242.066,10.584,0,-2723.919,485.337,-782.572,4.952,89.794,397.131,1630.717,-108.691,-92.134,-68.015,-199.564,-67.019,49.316,-89.472,1.06,48.275,172.002,0.154,lowest_energy_1109_0001,,,,,,
SCORE:,-1242.041,10.025,0,-2723.295,485.448,-780.937,4.925,89.229,392.331,1630.546,-108.216,-91.983,-68.077,-199.244,-67.393,49.579,-88.11,1.007,50.782,171.191,0.153,lowest_energy_0112_0001,,,,,,
SCORE:,-1242.014,10.956,0,-2728.48,484.173,-778.974,4.949,89.199,396.03,1628.55,-108.652,-92.254,-67.899,-199.244,-68.371,48.187,-90.198,1.209,56.189,172.461,0.155,lowest_energy_1904_0001,,,,,,
SCORE:,-1242.01,10.174,0,-2723.745,483.746,-780.832,4.924,89.165,392.436,1631.91,-108.372,-91.894,-67.994,-199.292,-67.618,49.645,-87.994,1.028,50.622,171.927,0.153,lowest_energy_0113_0001,,,,,,
SCORE:,-1241.912,10.243,0,-2734.089,488.042,-778.793,4.949,90.229,394.803,1637.608,-108.087,-92.296,-68.217,-199.261,-66.668,49.425,-89.474,1.048,48.173,170.298,0.153,lowest_energy_1217_0001,,,,,,
SCORE:,-1241.891,10.328,0,-2727.806,490.039,-780.694,4.93,89.834,393.851,1635.388,-109.845,-92.387,-68.206,-199.356,-67.076,49.558,-89.175,1.063,48.457,169.052,0.153,lowest_energy_1210_0001,,,,,,
SCORE:,-1241.819,10.348,0,-2733.128,490.931,-781.868,4.958,90.435,394.399,1640.306,-109.091,-91.935,-68.187,-199.228,-67.075,49.548,-89.349,1.03,48.267,167.668,0.153,lowest_energy_1412_0001,,,,,,
SCORE:,-1241.813,10.336,0,-2726.206,488.141,-780.105,4.94,90.056,392.989,1636.525,-108.49,-91.957,-68.172,-199.594,-68.007,49.492,-89.635,1.073,47.662,168.983,0.154,lowest_energy_1113_0001,,,,,,
SCORE:,-1241.733,10.62,0,-2729.555,488.657,-780.869,4.932,89.896,393.791,1637.391,-109.517,-92.371,-68.195,-199.718,-66.957,49.465,-88.942,1.122,48.664,169.701,0.154,lowest_energy_1418_0001,,,,,,
SCORE:,-1241.649,10.598,0,-2733.977,489.21,-781.118,4.923,89.929,394.052,1639.351,-108.191,-91.989,-68.152,-199.558,-67.671,49.48,-89.105,1.09,48.496,170.828,0.154,lowest_energy_1316_0001,,,,,,
SCORE:,-1241.632,10.68,0,-2720.782,483.137,-780.427,4.949,89.162,397.579,1622.696,-107.714,-91.855,-67.84,-199.449,-67.284,49.281,-88.779,1.025,48.196,175.638,0.153,lowest_energy_0506_0001,,,,,,
SCORE:,-1241.624,10.635,0,-2735.525,488.673,-780.218,4.947,89.754,395.634,1636.296,-108.064,-91.945,-68.28,-199.314,-67.246,49.893,-88.883,1.076,48.442,172.347,0.153,lowest_energy_1301_0001,,,,,,
SCORE:,-1241.621,10.835,0,-2729.686,485.596,-780.045,4.924,89.107,396.566,1626.774,-108.152,-92.072,-67.969,-199.474,-67.189,49.142,-89.482,1.121,56.371,171.858,0.153,lowest_energy_1504_0001,,,,,,
SCORE:,-1241.532,10.429,0,-2725.826,482.952,-781.225,4.915,89.099,395.495,1627.4,-108.425,-91.756,-68.164,-199.669,-67.074,49.47,-90.005,1.151,56.092,173.455,0.153,lowest_energy_0704_0001,,,,,,
SCORE:,-1241.513,10.643,0,-2723.226,484.694,-780.059,4.939,89.351,396.056,1627.177,-108.184,-91.931,-67.92,-199.644,-67.557,49.762,-89.207,1.06,47.989,174.392,0.154,lowest_energy_1705_0001,,,,,,
SCORE:,-1241.463,10.662,0,-2731.908,490.973,-781.141,4.929,89.919,395.467,1635.921,-109.831,-92.323,-68.124,-199.204,-66.675,49.588,-89.219,1.056,48.202,170.092,0.153,lowest_energy_1216_0001,,,,,,
SCORE:,-1241.408,10.349,0,-2730.094,489.534,-779.717,4.953,89.982,395.161,1636.366,-108.16,-92.055,-69.154,-199.23,-67.896,49.489,-89.615,1.033,47.702,169.789,0.153,lowest_energy_1013_0001,,,,,,
SCORE:,-1241.397,10.54,0,-2725.178,485.943,-780.106,4.939,89.489,396.224,1628.725,-108.111,-92.276,-67.977,-199.444,-67.608,49.166,-89.362,1.054,48.247,174.186,0.153,lowest_energy_1605_0001,,,,,,
SCORE:,-1241.341,10.788,0,-2733.906,488.634,-780.126,4.936,89.706,394.416,1637.448,-108.347,-92.113,-68.228,-199.591,-67.276,49.673,-88.874,1.115,48.54,171.711,0.154,lowest_energy_1318_0001,,,,,,
SCORE:,-1241.317,10.463,0,-2726.223,482.479,-781.91,4.92,89.117,396.732,1629.217,-108.424,-91.727,-68.092,-199.662,-66.852,49.453,-89.455,1.183,55.958,171.352,0.153,lowest_energy_0604_0001,,,,,,
SCORE:,-1241.272,10.459,0,-2726.49,488.284,-780.714,4.955,89.758,396.06,1630.42,-110.25,-92.393,-68.171,-199.418,-66.666,49.34,-89.12,1.07,48.754,172.696,0.154,lowest_energy_1209_0001,,,,,,
SCORE:,-1241.242,10.802,0,-2725.128,484.606,-780.59,4.91,89.315,396.708,1629.597,-108.323,-92.206,-68.002,-199.358,-68.23,49.999,-89.37,1.098,47.77,175.004,0.155,lowest_energy_1707_0001,,,,,,
SCORE:,-1241.239,10.381,0,-2728.107,484.969,-780.837,4.926,89.574,395.895,1632.099,-108.134,-91.888,-68.031,-199.528,-67.753,49.328,-89.885,1.09,55.65,168.86,0.153,lowest_energy_1004_0001,,,,,,
SCORE:,-1241.082,10.232,0,-2723.103,484.329,-781.785,4.923,89.355,392.971,1631.934,-107.853,-91.886,-68.051,-199.174,-67.1,49.629,-88,1.012,50.834,170.496,0.153,lowest_energy_0111_0001,,,,,,
SCORE:,-1241.053,10.881,0,-2731.081,488.989,-780.972,4.94,89.94,395.266,1635.994,-109.531,-92.033,-68.076,-199.341,-66.895,49.719,-88.952,1.075,48.533,170.337,0.153,lowest_energy_1401_0001,,,,,,
SCORE:,-1241.031,10.33,0,-2732.096,491.107,-782.263,4.941,90.668,394.52,1641.688,-109.213,-92.091,-68.272,-199.206,-66.803,49.536,-89.496,1.037,48.033,166.395,0.153,lowest_energy_1414_0001,,,,,,
SCORE:,-1240.981,10.069,0,-2727.699,487.097,-780.98,4.931,89.766,394.06,1636.904,-109.385,-91.988,-68.026,-199.172,-66.22,49.403,-89.297,1.005,47.955,170.444,0.153,lowest_energy_1400_0001,,,,,,
SCORE:,-1240.88,10.204,0,-2729.492,486.697,-780.118,4.937,89.298,393.939,1634.195,-108.004,-92.074,-68.196,-199.147,-67.435,49.556,-88.835,1.021,48.035,174.384,0.153,lowest_energy_1307_0001,,,,,,
SCORE:,-1240.779,10.623,0,-2720.613,484.926,-782.992,4.937,89.709,395.306,1630.367,-109.203,-92.033,-66.672,-199.599,-67.345,49.526,-89.512,1.069,48.233,172.341,0.154,lowest_energy_1105_0001,,,,,,
SCORE:,-1240.588,10.283,0,-2733.248,489.207,-778.65,4.954,89.763,394.89,1638.473,-108.268,-92.203,-68.097,-199.161,-68.202,49.535,-89.265,1.055,47.779,170.414,0.153,lowest_energy_1313_0001,,,,,,
SCORE:,-1240.443,10.554,0,-2734.795,489.81,-779.068,4.961,90.123,394.563,1639.361,-108.136,-91.767,-67.902,-199.468,-68.691,49.738,-89.425,1.04,47.471,171.034,0.153,lowest_energy_1713_0001,,,,,,
SCORE:,-1240.34,10.036,0,-2720.922,483.302,-780.877,4.922,89.087,392.644,1630.517,-108.189,-91.947,-67.981,-199.186,-67.386,49.504,-88.017,1.005,50.643,172.352,0.153,lowest_energy_0103_0001,,,,,,
SCORE:,-1240.335,10.452,0,-2721.201,483.267,-780.582,4.934,89.134,396.646,1624.124,-108.235,-92.091,-67.877,-199.595,-67.075,49.301,-89.262,1.058,48.775,177.741,0.153,lowest_energy_0705_0001,,,,,,
SCORE:,-1240.282,10.046,0,-2722.635,483.227,-781.093,4.921,89.039,394.41,1629.209,-108.091,-92.083,-68.028,-199.223,-67.017,49.503,-88.132,1.013,50.533,173.966,0.153,lowest_energy_0100_0001,,,,,,
SCORE:,-1240.236,10.057,0,-2724.533,484.693,-779.946,4.929,89.246,392.43,1632.452,-108.324,-92.139,-67.956,-199.162,-67.864,49.584,-88.091,1.002,50.686,172.547,0.153,lowest_energy_0117_0001,,,,,,
SCORE:,-1240.142,10.714,0,-2733.59,490.032,-780.261,4.939,89.832,396.016,1636.891,-107.974,-92.354,-68.033,-199.049,-68.089,49.675,-89.343,1.058,47.792,171.448,0.153,lowest_energy_1716_0001,,,,,,
SCORE:,-1240.135,10.467,0,-2721.916,483.012,-779.921,4.917,89.07,394.878,1625.388,-108.293,-91.996,-68.072,-199.521,-67.34,49.302,-89.377,1.09,56.497,171.525,0.153,lowest_energy_0204_0001,,,,,,
SCORE:,-1240.077,10.299,0,-2732.502,488.42,-778.64,4.952,90.025,395,1638.221,-108.222,-92.311,-68.153,-199.158,-66.896,49.467,-89.35,1.028,47.912,169.678,0.153,lowest_energy_1213_0001,,,,,,
SCORE:,-1240.013,10.186,0,-2725.435,488.062,-781.169,4.944,89.837,391.88,1636.506,-109.451,-92.268,-67.91,-199.249,-66.635,49.342,-88.749,1.011,48.661,170.271,0.153,lowest_energy_1406_0001,,,,,,
SCORE:,-1239.963,10.481,0,-2723.856,484.74,-782.568,4.924,89.63,394.396,1632.712,-108.282,-91.904,-67.919,-199.507,-66.954,49.333,-89.979,1.077,55.505,168.055,0.153,lowest_energy_1104_0001,,,,,,
SCORE:,-1239.939,10.031,0,-2722.979,483.271,-780.301,4.952,89.25,395.361,1626.204,-108.092,-92.312,-67.668,-199.297,-67.385,49.418,-87.511,1.009,51.012,174.945,0.153,lowest_energy_0109_0001,,,,,,
SCORE:,-1239.901,10.5,0,-2722.281,485.742,-781.016,4.94,89.562,396.308,1628.769,-108.182,-92.151,-67.984,-199.445,-67.45,49.218,-89.25,1.047,48.473,173.146,0.153,lowest_energy_1005_0001,,,,,,
SCORE:,-1239.791,10.614,0,-2723.014,487.316,-779.873,4.965,89.722,396.746,1627.759,-108.034,-92.299,-69.235,-199.362,-67.227,49.074,-89.193,1.036,48.255,172.807,0.153,lowest_energy_1009_0001,,,,,,
SCORE:,-1239.759,10.183,0,-2724.939,488.721,-780.863,4.929,89.955,393.164,1638.042,-108.253,-91.846,-68.036,-199.383,-67.84,49.491,-89.649,1.03,47.828,167.552,0.153,lowest_energy_1111_0001,,,,,,
SCORE:,-1239.66,10.496,0,-2723.147,483.141,-780.161,4.92,89.134,395.537,1628.948,-108.087,-92.019,-68.042,-199.396,-67.48,49.231,-89.595,1.078,55.718,169.911,0.153,lowest_energy_0304_0001,,,,,,
SCORE:,-1239.549,10.09,0,-2728.488,488.361,-781.769,4.932,89.793,394.242,1639.911,-109.368,-91.958,-68.017,-199.172,-66.347,49.403,-89.198,1.005,48.05,168.829,0.153,lowest_energy_1403_0001,,,,,,
SCORE:,-1239.421,10.139,0,-2725.49,484.532,-780.269,4.923,89.108,395.026,1629.049,-107.671,-91.958,-68.121,-199.222,-67.208,49.46,-88.042,1.012,50.86,174.299,0.153,lowest_energy_0115_0001,,,,,,
SCORE:,-1239.401,10.292,0,-2729.036,487.142,-781.126,4.929,89.769,393.781,1637.714,-109.451,-92.089,-68.348,-199.27,-66.377,49.496,-88.812,1.04,48.417,172.374,0.153,lowest_energy_1407_0001,,,,,,
SCORE:,-1239.378,10.753,0,-2722.758,483.044,-780.472,4.929,89.072,397.967,1623.113,-108.052,-91.896,-67.689,-199.612,-66.773,49.556,-89.955,1.145,55.254,172.843,0.153,lowest_energy_0504_0001,,,,,,
SCORE:,-1239.315,10.191,0,-2721.974,483.287,-780.991,4.924,89.092,392.578,1630.235,-108.122,-91.901,-68.01,-199.186,-67.442,49.556,-87.633,1.001,51.135,173.793,0.153,lowest_energy_0106_0001,,,,,,
SCORE:,-1239.216,10.195,0,-2735.54,489.877,-779.05,4.96,90.198,396.212,1639.768,-108.347,-92.105,-67.707,-199.482,-68.894,49.4,-89.547,1.031,48.007,171.654,0.153,lowest_energy_1717_0001,,,,,,
SCORE:,-1239.134,10.988,0,-2729.945,485.163,-779.574,4.93,89.266,398.925,1626.932,-107.215,-92.394,-68.073,-199.177,-67.376,49.723,-89.392,1.103,49.468,177.359,0.154,lowest_energy_1907_0001,,,,,,
SCORE:,-1238.782,10.817,0,-2731.65,488.829,-780.806,4.944,90.024,396.5,1636.919,-109.429,-92.29,-67.717,-199.292,-66.687,49.489,-89.113,1.045,48.102,171.38,0.153,lowest_energy_1419_0001,,,,,,
SCORE:,-1238.723,10.095,0,-2722.324,482.508,-780.547,4.916,89.049,394.563,1628.515,-108.457,-92.315,-68.066,-199.401,-67.191,49.645,-87.657,1.073,50.824,175.897,0.153,lowest_energy_0107_0001,,,,,,
SCORE:,-1238.66,10.324,0,-2732.143,489.854,-779.326,4.951,90.461,394.243,1639.897,-109.289,-92.171,-68.178,-199.225,-66.544,49.418,-89.297,1.019,48.168,169.024,0.153,lowest_energy_1417_0001,,,,,,
SCORE:,-1238.567,10.579,0,-2722.93,488.082,-779.922,4.945,89.616,395.196,1629.415,-110.079,-92.556,-68.041,-199.457,-66.648,49.232,-89.018,1.083,48.75,173.035,0.153,lowest_energy_1205_0001,,,,,,
SCORE:,-1238.472,10.586,0,-2718.687,483.214,-779.251,4.939,89.168,397.194,1625.499,-107.843,-92.223,-67.858,-199.431,-67.692,49.124,-88.928,1.054,48.312,174.197,0.153,lowest_energy_0305_0001,,,,,,
SCORE:,-1238.365,10.612,0,-2726.615,487.666,-780.756,4.924,89.591,395.57,1631.9,-110.137,-92.29,-68.032,-199.593,-66.688,49.245,-89.664,1.159,55.839,168.749,0.153,lowest_energy_1204_0001,,,,,,
SCORE:,-1238.07,10.256,0,-2728.147,488.418,-780.553,4.933,90.087,393.748,1640.735,-109.083,-91.96,-68.054,-199.182,-66.077,49.555,-89.197,1.031,48.295,166.973,0.153,lowest_energy_1411_0001,,,,,,
SCORE:,-1238.024,10.583,0,-2718.447,483.135,-779.526,4.937,89.105,397.673,1622.82,-107.957,-92.282,-67.875,-199.447,-67.253,49.166,-88.64,1.047,48.973,175.811,0.153,lowest_energy_0205_0001,,,,,,
SCORE:,-1237.925,10.425,0,-2733.211,489.07,-778.364,4.954,90.294,394.251,1639.068,-108.233,-91.919,-68.208,-199.396,-67.336,49.538,-89.255,1.065,48.143,171.034,0.153,lowest_energy_1317_0001,,,,,,
SCORE:,-1237.863,10.498,0,-2727.327,487.567,-780.551,4.956,89.963,397.853,1633.522,-109.538,-92.544,-68.042,-199.455,-66.449,49.194,-88.961,1.081,48.794,171.423,0.153,lowest_energy_1409_0001,,,,,,
SCORE:,-1237.707,10.799,0,-2731.291,490.341,-781.195,4.931,90.148,395.871,1638.905,-109.506,-92.007,-67.775,-199.253,-66.406,49.522,-89.054,1.019,48.273,168.818,0.153,lowest_energy_1416_0001,,,,,,
SCORE:,-1237.57,10.639,0,-2728.575,487.609,-779.14,4.977,89.941,398.115,1630.731,-108.032,-92.081,-67.438,-199.363,-68.57,49.22,-88.976,1.027,48.14,174.053,0.153,lowest_energy_1709_0001,,,,,,
SCORE:,-1237.473,10.221,0,-2724.424,483.194,-780.581,4.918,89.067,393.824,1628.962,-108.22,-91.974,-67.965,-199.255,-67.261,49.53,-88.306,1.07,58.576,170.999,0.153,lowest_energy_0104_0001,,,,,,
SCORE:,-1236.971,10.536,0,-2724.373,487.283,-781.115,4.942,89.825,396.023,1633.598,-109.637,-92.422,-68.049,-199.507,-66.316,49.272,-88.957,1.084,48.925,171.762,0.153,lowest_energy_1405_0001,,,,,,
SCORE:,-1236.933,10.05,0,-2718.605,483.285,-780.753,4.92,89.039,392.551,1629.105,-108.167,-91.968,-68.023,-199.172,-67.062,49.435,-87.446,1.005,51.279,173.44,0.153,lowest_energy_0102_0001,,,,,,
SCORE:,-1235.709,10.372,0,-2726.142,486.586,-778.819,4.951,89.135,399.199,1625.191,-108.017,-92.33,-67.927,-199.559,-67.579,49.563,-90.071,1.26,55.82,172.504,0.154,lowest_energy_0904_0001,,,,,,
SCORE:,-1234.498,10.871,0,-2726.457,487.124,-780.407,4.927,89.805,395.657,1634.959,-109.654,-92.091,-67.935,-199.441,-66.346,49.245,-89.397,1.063,55.952,167.476,0.153,lowest_energy_1404_0001,,,,,,
SCORE:,-1234.079,11.294,0,-2721.4,481.904,-779.81,4.895,89.087,397.072,1628.363,-107.86,-91.367,-67.578,-199.127,-67.141,49.718,-87.761,3.616,50.333,171.525,0.159,lowest_energy_0400_0001,,,,,,
SCORE:,-1231.653,11.389,0,-2723.832,482.645,-779.194,4.922,89.229,398.782,1626.342,-107.655,-91.654,-67.793,-199.396,-66.878,49.82,-86.574,3.775,52.398,171.862,0.158,lowest_energy_0408_0001,,,,,,
SCORE:,-1230.978,11.226,0,-2722.238,485.006,-779.549,4.898,89.302,397.402,1630.007,-108.09,-91.693,-67.774,-199.606,-67.202,49.15,-86.655,3.694,52.237,168.749,0.158,lowest_energy_0412_0001,,,,,,
SCORE:,-1230.722,11.367,0,-2724.905,484.161,-778.99,4.929,89.134,398.639,1628.009,-107.953,-91.538,-67.738,-199.41,-66.886,49.039,-86.54,3.74,52.204,171.858,0.158,lowest_energy_0415_0001,,,,,,
SCORE:,-1230.591,11.285,0,-2723.184,485.151,-780.085,4.922,89.37,397.874,1631.37,-107.922,-91.775,-67.696,-199.491,-66.797,49.397,-86.635,3.843,52.147,167.476,0.159,lowest_energy_0414_0001,,,,,,
SCORE:,-1230.061,11.241,0,-2723.428,483.573,-778.9,4.9,89.247,398.226,1631.017,-107.751,-91.777,-67.703,-199.545,-67.452,49.285,-86.449,3.775,52.037,169.486,0.158,lowest_energy_0413_0001,,,,,,
SCORE:,-1230.055,11.49,0,-2725.568,485.385,-779.119,4.943,89.291,399.903,1626.63,-107.903,-91.805,-67.783,-199.285,-67.4,49.654,-86.334,3.722,52.545,171.419,0.159,lowest_energy_0401_0001,,,,,,
SCORE:,-1229.849,11.497,0,-2721.74,483.799,-778.941,4.913,89.37,397.296,1629.383,-107.733,-91.856,-67.654,-199.548,-67.118,49.51,-86.301,3.908,52.35,168.86,0.158,lowest_energy_0410_0001,,,,,,
SCORE:,-1229.049,11.573,0,-2721.057,484.072,-780.235,4.912,89.416,397.585,1630.629,-107.741,-91.803,-67.521,-199.527,-66.662,49.276,-86.428,3.818,52.43,168.055,0.158,lowest_energy_0411_0001,,,,,,
SCORE:,-1228.547,11.544,0,-2724.935,485.246,-778.846,4.918,89.519,398.315,1630.251,-107.899,-91.629,-67.807,-199.465,-67.28,49.617,-86.409,3.793,52.46,169.9,0.159,lowest_energy_0416_0001,,,,,,
SCORE:,-1228.461,11.299,0,-2724.786,485.929,-779.118,4.926,89.249,398.689,1628.088,-107.816,-91.719,-67.795,-199.629,-67.041,49.424,-85.986,4.057,52.83,170.783,0.158,lowest_energy_0418_0001,,,,,,
SCORE:,-1228.159,11.217,0,-2719.045,482.765,-780.646,4.912,89.207,397.944,1628.982,-108.097,-91.698,-67.644,-199.482,-67.461,48.583,-86.065,3.784,53.072,171.352,0.16,lowest_energy_0406_0001,,,,,,
SCORE:,-1228.133,11.6,0,-2725.489,485.001,-780.027,4.929,89.352,401.052,1627.525,-107.568,-91.83,-67.66,-199.225,-67.192,48.9,-86.498,4.029,52.347,172.461,0.16,lowest_energy_0419_0001,,,,,,
SCORE:,-1227.841,11.502,0,-2720.565,482.387,-778.581,4.899,89.12,397.625,1627.138,-107.892,-91.662,-67.656,-199.459,-67.124,49.184,-86.137,3.802,51.964,173.455,0.159,lowest_energy_0407_0001,,,,,,
SCORE:,-1227.618,11.35,0,-2724.396,483.63,-778.287,4.89,89.277,399.629,1631.953,-107.9,-91.757,-67.842,-199.521,-67.541,48.91,-86.632,3.754,52.6,170.106,0.158,lowest_energy_0417_0001,,,,,,
SCORE:,-1227.311,11.138,0,-2720.079,483.614,-780.298,4.927,89.164,398.88,1626.151,-107.878,-91.829,-67.68,-199.559,-66.768,48.675,-85.818,3.912,53.133,172.843,0.159,lowest_energy_0405_0001,,,,,,
SCORE:,-1226.605,11.047,0,-2718.669,484.093,-779.976,4.943,89.172,398.282,1625.983,-107.949,-91.669,-67.763,-199.495,-67.067,48.902,-86.112,3.827,53.184,172.504,0.158,lowest_energy_0409_0001,,,,,,
SCORE:,-1226.165,11.329,0,-2719.879,484.046,-778.888,4.91,89.135,398.369,1629.406,-107.622,-92.014,-67.569,-199.644,-66.751,49.214,-86.021,3.929,51.814,169.911,0.157,lowest_energy_0403_0001,,,,,,
SCORE:,-1219.264,11.01,0,-2716.505,484.113,-779.655,4.919,89.051,396.706,1628.883,-107.234,-91.386,-67.203,-199.23,-66.57,50.433,-84.345,4.057,52.54,170.999,0.154,lowest_energy_0402_0001,,,,,,
SCORE:,-1215.478,10.939,0,-2718.783,485.219,-778.735,4.916,89.17,401.498,1625.86,-106.426,-91.872,-67.644,-199.674,-67.521,49.434,-85.995,4.305,61.113,168.557,0.16,lowest_energy_0404_0001,,,,,,
